ID;TEXTURE;TPBUS;FAMILY;TYPOLOGY;INDUSTRIAL;DESCRIPTOR;MARKETING_NAME;ACTIVES;SPF;FREE_FROM;PACKAGING;SEL;EVENT;COLLECTION;TXT_REPLACE;FORMULATOR;ST_STABILITY;ST_COMPATIBILITY;STAB_BEG_DATE;STAB_END_DATE;COMP_T_BEG_DATE;COMP_T_END_DATE;EFFICACY_TEST;PANEL_TEST;ROW_MAT_SHORTAGE;EXCLUSIVITY;ESCL_CUST;FILLING_TIP;EFF_ACTIVES;VEGAN;MARKETABLE_BULK;ADR;SEMAFORO_INDUSTRIALIZZAZIONE;NATURALITY;RANGE;ST_SAMPLING;ST_SAMPLING_STOCK;ST_SAFETY_TEST;ST_IMERYS_TALC;SEMAFOTO_TALCO_COST;PLANT;ESTIM_REAL_FORM_DATE;ESTIM_TECN_TRANS_DATE;TXT_ATL;SEMAFORO_TEC_TRANSFER;CONSUMER_CLUSTER;LOW_VALUE;MEDIUM_VALUE;HIGH_VALUE
591;Q34;M;HIGHLIGHTER;GEL & GEL LIKE;;GLITTER-RING / DIAMOND / SPARKLING | WATER;Luminous veil;;;PARABENS;Air tight tube;H;Fall-Winter 2012-2013;The quest of the harmony;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;7,75;9,69;14,97
599;M96;M;EYESHADOW;FLUID/ LIQUID;GEL;CREAMY | LONG LASTING | METALLIC | NO TRANSFER | VELVETY;Extra colour;;;;Air tight bottle;H;Cosmoprof 2006 | Fall-Winter 2012-2013;Cruise 2012-13;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;6,58;6,67;9,77
602;L34;M;KAJAL;STICK;ANHYDROUS (HOT POURED IN MOULD);FROST / PEARLY / SATIN | LONG LASTING | MAT;Technical touch;Txt. -77B/STD09 and -76P/STD09 contain Argan oil;;;Stick and stylo;H;Cosmoprof 2006 | Fall-Winter 2011-2012 | MakeUp in Los Angeles 2019;Balkan | Dark Vision;;Erika Pellini;G;G;06-APR-18;06-LUG-18;06-APR-18;06-LUG-18;N;;;;;;N;;;;G;;;O;G;G;R;;Italy;;;N;G;;17,79;25,63;77,37
1656;MA369;M;MASCARA;FLUID/ LIQUID;EMULSION;CREAMY | CURLING | LENGHTENING;MR STRETCH;• “Aerocapsules" fibers;;D5 | FRAGRANCE | PARAFFIN | T.E.A.;Presented in Technical shape bottle Airtight packaging required;H;Cosmoprof 2019;Techno B;;Ilaria Samele;R;R;08-LUG-21;08-LUG-21;08-LUG-21;08-LUG-21;N;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;6,94;0;0
1634;SL026;M;EYESHADOW;GODET;INJECTION (BACK / FRONT);FROST / PEARLY / SATIN;EYEVOLUTION;;;PARABENS;Back Injection Palette;H;;;;;R;R;;;;;N;;;;;BACK INJECTION;;;;;G;;;O;G;O;R;;Italy;;;N;G;;12,73;17,89;31,48
1635;SL027;M;BLUSH | BRONZER | FACE POWDER;GODET;INJECTION (BACK / FRONT);FROST / PEARLY / SATIN | MAT;HIGH TOUCH;;;PARABENS;Back Injection Palette;H;;;;;G;G;02-LUG-19;02-LUG-19;02-LUG-19;02-LUG-19;N;;;;;;;Y;;;G;;;O;G;G;O;;Italy;;;N;G;;11,9;16,72;64,89
1636;SL028;M;BLUSH | BRONZER | HIGHLIGHTER;GODET;INJECTION (BACK / FRONT);FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | MAT;ILLUSION;;;PARABENS;Back Injection Palette;H;Cosmoprof 2022;Post Perfectionism;;;G;G;02-LUG-19;02-LUG-19;02-LUG-19;02-LUG-19;N;;;;;;;Y;;;G;;;O;G;G;;;Italy;;;N;G;;21,03;32,66;208,82
1091;AFF120333;M;MASCARA;FLUID/ LIQUID;;CREAMY | CURLING | VOLUME;BLACK SWAN MASCARA;;;FRAGRANCE | PARABENS;;H;;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Care;;;N;R;;;;
1095;PW146;M;FACE POWDER;GODET;COMPACT POWDER;MAT;PURE & SMOOTH;;;;Classic compact;H;Fall-Winter 2015-2016 | MakeUp in Paris 2014;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;11,29;0;11,42
1117;EX063;M;;;;;;;;;;H;;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
1124;EM265;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | MAT | NO TRANSFER | WATERPROOF;NON-STOP BEAUTY;Vitamin E;;D5 | PARABENS;Pump / Tube;H;Chromaville 2015;;;;G;G;18-FEB-15;19-MAG-14;24-APR-18;24-LUG-18;N;;;;;;N;;;Y;G;;;G;G;O;;;Italy;;;N;G;;16,15;20,12;20,32
955;PW148;M;FACE POWDER;GODET;COMPACT POWDER;BLURRING | MAT;True colour powder;Photochromatic light adjusting pigments (5%) adapt to each light;15 Theor.;PARABENS;- Hcp Magnum Ø59 - Pack has to be opaque or coloured;H;Fall-Winter 2014-2015;True Colour;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;;;
1018;PW152;M;EYESHADOW;GODET;COMPACT POWDER;FROST / PEARLY / SATIN | LONG LASTING | MAT | VELVETY;Endless;100% vegetable origin component;;PARABENS;Compact ø 35,5;H;Chromaville 2013 | Chromaville 2014;Powders;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;21,86;22,73;23,82
1021;SL012;M;EYESHADOW;GODET;INJECTION (BACK / FRONT);FROST / PEARLY / SATIN;Water Inject - Pearly;;;FRAGRANCE | PARABENS | SILICONES | TALC;Special plastic godet;H;Chromaville 2013 | Chromaville 2014 | Cosmoprof 2007;Powders;;;G;G;14-MAR-22;14-MAR-22;14-MAR-22;14-MAR-22;;;;;;;;;;;G;;;O;G;G;R;;Italy;;;N;G;;25,3;0;37,73
886;C184;M;BLUSH | BRONZER | HIGHLIGHTER;GODET | SPECIAL SHAPE & LETTER (extruded) | VISUAL;BAKED;FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LUMINOUS / RADIANT;Experience;Sodium Jaluronate / Vitamin E/ Vitamin A;;PERFUMES;Presented in Belotti new compact and in a roller pod packaging ø 36 and ø30 (developed only for Chromavis);H;Chromaville 2013 | Cosmoprof 2019 | Cosmoprof 2020 | Drops September 2020 | Fall-Winter 2014-2015;Back to Baked Nov2012 | Street Wear | Sweet Senses | Trend - Candid Flare | Turbo;;;G;G;05-APR-13;05-LUG-13;13-GIU-18;13-SET-18;N;;;;;;Y;;;;G;;;O;G;G;G;;Italy;;;N;G;;9,9;14,38;67,53
911;EM176;M;BLUSH;HOT POURED;EMULSION;CREAMY | LUMI-MAT | VELVETY;Blossom;Jaluronic acid, moisturizing - Gatuline Intense, anti-wrinkles;;D5 | PARABENS | PRESERVATIVES;Air tight pot;H;Chromaville 2013 | Chromaville 2014 | Cosmoprof 2007 | Cosmoprof 2011;Face | Face Color;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
1883;LP578;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | LONG LASTING | LUMINOUS / RADIANT;SPLURGE;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SILICONES | SLS | TALC;;O;Cosmoprof 2020 | Drops 2021 | Drops September 2020 | MakeUp in New York 2022;Clean Future | Innovation | Touch&Blend;;;G;G;12-GEN-21;12-APR-21;12-GEN-21;12-APR-21;;;;;;LIPSTICK POURING METAL | LIPSTICK POURING SOFT;;Y;;;G;89,00%;;G;G;G;G;;Italy;;;Y;G;Mainstream Conscious | Memories Recovers;22,43;25,46;33,69
1811;MA444;M;MASCARA;BASE | FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);GLOSSY / SHINY | TALC FREE;Perennials - Lash Power Serum;Green Keratin (functional), Vitamin E (functional), Avocado oil (functional), Panthenol (functional);;PARABENS | PEG | PHENOXYETHANOL | SILICONES | SLS | TALC;Mascara bottle;O;Cosmoprof 2020 | Drops June 2020;Perennials;;;G;G;30-SET-20;30-SET-20;30-SET-20;30-SET-20;;;;;;LIQUID FILLING;Y;Y;;;G;;;O;G;O;;;Italy;;;N;G;Hero Believers;19,76;0;0
1831;LP539;M;LIPSTICK;STICK;ANHYDROUS;BLURRING | MAT;MAJESTIC A+ Lipstick;Waxes, Powder texturizing agents, Esters and synthetic oils;;ALLERGENS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | TALC;Stick;H;Cosmoprof 2020 | Drops July 2020;A+ | Innovation;;;G;G;03-AGO-20;03-NOV-20;03-AGO-20;03-NOV-20;;;Y;;;POURING;;Y;;;G;;;O;G;G;;;Italy;;;N;G;;61,43;61,69;63,31
1775;PR186;M;EYESHADOW;BOUNCY;ANHYDROUS;CREAMY | FROST / PEARLY / SATIN;HYPERSPACE;;;MINERAL OIL | PARAFFIN;Compact;H;Cosmoprof 2009 | Cosmoprof 2020 | MakeUp in New York 2019;Cybersoft | Texture WOW;;;G;O;03-LUG-20;03-LUG-20;03-LUG-20;03-LUG-20;;;;;;;;Y;;;R;;;O;G;O;;;Italy;;;N;R;;63,73;64,5;72,58
1740;PW324;M;FACE POWDER;GODET;COMPACT POWDER;MAT;NO PANIC;Advanced Shield Net: Blue light and urban environment;;MINERAL OIL | PARABENS | PARAFFIN;Compact;H;MakeUp in New York 2019;Protaction;;;G;G;02-OTT-19;02-GEN-20;02-OTT-19;02-GEN-20;;;;;;;;Y;;;G;;;O;G;G;R;;Italy;;;N;G;;;;
1691;EM517-EM518;M;HIGHLIGHTER;FLUID/ LIQUID | VISUAL;MULTI-PHASE (BI-PHASE);FROST / PEARLY / SATIN | GLITTER-RING / DIAMOND / SPARKLING | LUMINOUS / RADIANT;WONDERLIGHT;;;PARABENS | PEG | PHENOXYETHANOL | SILICONES;Presented in dropper 30ml SHAKE WELL BEFORE USE;O;Cosmoprof 2019;Heartthrob;;;G;G;15-FEB-19;17-MAG-19;11-LUG-19;17-OTT-19;N;;;;;LIQUID FILLING;;Y;;;G;;;G;G;G;G;;Italy;;;N;G;;;;
1704;LP466;M;LIPSTICK;FLUID/ LIQUID;ANHYDROUS;LUMINOUS / RADIANT | NATURAL | VELVETY;RETURN TO LIPSTICK;;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | SILICONES;flaconette;H;MakeUp in Paris 2019;Return;;;G;G;11-GIU-19;11-SET-19;23-LUG-19;23-OTT-19;;;;;;;;Y;;;R;87,00%;;R;R;O;;;Italy;;;N;R;;23,56;24,9;27,87
1580;MA352;M;LINER;FLUID/ LIQUID | PEEL OFF;GEL;COLOURED | FROST / PEARLY / SATIN | LONG LASTING | METALLIC | NO TRANSFER;GLITTER ROUTE;;;D5 | PARABENS | T.E.A.;Flaconette with hair tip;H;Cosmoprof 2008 | MakeUp in New York 2018;Jell-icious;;Vanessa Alves;G;G;05-SET-18;06-DIC-18;31-AGO-18;10-SET-18;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;15,45;27,16;29,87
1361;BK022;M;FACE POWDER;GODET;BAKED;MAT | WET & DRY;SILKY MATTE;;;FRAGRANCE | PARABENS;Compact;H;Chromaville 2017;;;Alma Brambilla;R;R;15-FEB-17;17-MAG-18;15-FEB-17;17-MAG-18;;;;;;;;;;;R;;;O;G;O;R;;Italy;;;N;R;;12,17;12,79;13,27
1486;PR135;M;CONCEALER;STICK;ANHYDROUS (HOT POURED IN MOULD);BLURRING | CREAMY | LONG LASTING | LUMI-MAT;LOVE PHILTER CONCEALER;Cannabis Sativa seed oil;;D5 | PRESERVATIVES;Ø6mm airtight packaging;O;CHINA BEAUTY EXPO 2019 | Cosmoprof 2018 | Cosmoprof Asia 2018 | MakeUp in Los Angeles 2019;Conceal | Show Off;;Claudia Asti;G;G;03-MAG-18;03-AGO-18;19-DIC-23;19-GIU-24;N;;;;;;N;;;;G;;;O;G;G;;;Italy;;;N;G;;21,95;24,11;28,58
1373;LP165;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);GLOSSY / SHINY | GUMMY;TROPICAL SMACK;•  No actives •  Mix of Papaya and Kiwi oils;;D5 | PRESERVATIVES;Classical stick ø 12,7 mm;H;CHINA BEAUTY EXPO 2019 | Chromaville 2017 | MakeUp in New York 2018;Jell-icious;;Valentina Pinto;G;G;27-GEN-14;28-LUG-14;01-AGO-17;06-NOV-17;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;18,91;19,4;23,82
1490;MA309;M;EYESHADOW;FLUID/ LIQUID;GEL;FROST / PEARLY / SATIN | GLOSSY / SHINY | LONG LASTING | METALLIC | MULTIDIMENSIONAL (3D/color travel) | NO TRANSFER;ROCKY HORROR - ALCHEMY;Polysaccharide obtained by bacterial;;D5 | FRAGRANCE | PARABENS | T.E.A.;Airtight packaging is required;H;Cosmoprof 2018 | Cosmoprof 2021 | MakeUp in Paris 2018;Medusa | Show Off;;Elisa Gerbaudo;G;G;02-MAR-18;04-GIU-18;12-GIU-18;12-SET-18;N;;;;;LIQUID FILLING;N;Y;;;G;72,00%;;G;G;O;;;Italy;;;N;G;;22,87;112,69;140,76
1491;LP362;M;LIPSTICK;FLUID/ LIQUID;EMULSION;LONG LASTING | METALLIC | NO TRANSFER | WATER;ROCKY HORROR;;;PRESERVATIVES;Glass Flaconette;H;Cosmoprof 2018 | Drops June 2020 | MakeUp in Paris 2018;Light in the Dark | Show Off;;;G;G;13-MAR-18;15-GIU-18;13-APR-18;13-LUG-18;N;;;;;;N;Y;;;G;;;O;G;O;;;Italy;;;N;G;;52,85;108,47;168,91
1612;MA357;M;MASCARA;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);GLOSSY / SHINY | LAQUER / VYNIL | NO TRANSFER | VOLUME;BLACK CHARM;•  Capsules of Olive oil and vitamin E, Castor Oil;;D5 | PARABENS | PEG | PERFUMES | SLS | T.E.A.;;H;MakeUp in Los Angeles 2020 | MakeUp in New York 2018;Black Panther;;;G;G;12-OTT-18;14-GEN-19;04-FEB-19;06-MAG-19;N;;;;;;N;N;;;G;;;O;G;G;G;;Italy;;;N;G;;27,22;0;108,54
1251;LP214;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);LONG LASTING | LUMINOUS / RADIANT;COLOUR SOPHISTICATION;Cotton seed oil;;D5 | PRESERVATIVES;Classic stick;H;Chromaville 2016;;;Valentina Pinto;G;G;23-MAR-16;23-GIU-16;23-MAR-16;23-GIU-16;N;;;;;;N;;;;G;;;O;G;G;G;;Italy;;;N;G;;40,95;41,34;44,57
2060;LP674;M;BLUSH;HOT POURED;ANHYDROUS (HOT POURED IN MOULD);PLUMPING;ARMONIA;Menthol Natural Crystals, Delicate Warming Agent, Vit E, Extract Of Pomegranate Flower And Jojoba;;;;O;Cosmoprof 2022 | MakeUp in New York 2023;Editorial Renaissance | Psychoactive;;;G;G;19-APR-22;19-LUG-22;19-APR-22;19-LUG-22;;;;;;;;Y;;;G;;;;;G;G;;Italy;;;Y;G;Beautopians | Essentials | Hero Believers | Mainstream Conscious | Solution Focused;19,15;19,33;26,98
2137;EM795;M;CONCEALER | FOUNDATION;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | NATURAL;STAY HIDE-RATED;Cassia Angustifolia Seed Polysaccharide;;MICROPLASTICS | MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | SLS | TALC;;O;Hong Kong Event 2024 | MakeUp in Los Angeles 2023 | Makeup in Paris 2024;Bold Escape | Face Fables;;;O;G;06-FEB-23;14-MAR-23;06-FEB-23;27-APR-23;;;;;;;Y;Y;;;G;;;;;G;;;Vitre;30-APR-23;;Y;G;Beautopians | Beauty&Ethics | Essentials | Hero Believers;14,51;14,66;16,18
1950;PR234;M;BLUSH;MOUSSE;ANHYDROUS (LIQUID TO CREAM);BLURRING | CREAMY | SPECIAL TOUCH | VELVETY;BLUSH PLUSH;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;tube;O;Cosmoprof 2021 | Cosmoprof 2024;FLOATING ECHOES | New State of Matter;;;G;G;02-APR-21;02-LUG-21;16-SET-21;16-DIC-21;;;;;;TUBE FILLING;N;Y;;;O;;;;;G;G;;Italy;29-APR-23;;N;G;Beautopians;36,75;37,71;43,93
2074;BK088;M;BLUSH | EYESHADOW;DUO;BAKED;METALLIC | SATIN/PEARLY;WATER RHAPSODY;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SLS | TALC;trousse;O;MakeUp in Paris 2022;Water Rhapsody;;;G;G;16-GIU-22;16-SET-22;16-GIU-22;16-GIU-22;;;;;;;;;;;O;;;;;G;;;Italy;30-SET-22;;N;G;Beautopians;11,86;23,15;54,64
1887;PW349;M;FOUNDATION;LOOSE;LOOSE POWDER;CREAMY | LUMINOUS / RADIANT;SKIN DEVOTION;Sodium hyaluronate + botanical oil blend;;MINERAL OIL | PARABENS | PARAFFIN | PHENOXYETHANOL | TALC;;H;Cosmoprof 2021 | Drops September 2020;Clean Future;;;G;G;07-AGO-20;09-NOV-20;07-AGO-20;09-NOV-20;;;;;;LOOSE PWD FILLING;;;;;G;81,00%;;G;G;G;;;Italy;;;N;G;;13,85;0;0
2004;EM728;M;PRIMER;CARE;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | UNIVERSAL / ALL SKIN TYPES;YEYETAL (CCLV7321);I-PEPTIDES, EY REGENER SP;;MINERAL OIL | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | SILICONES | TALC;;O;MakeUp in New York 2021;Rich Simplicity;;;G;R;03-GIU-22;03-GIU-22;01-MAR-23;01-GIU-23;;;;;;LIQUID FILLING;Y;Y;;;G;;;;;G;G;;Vitre;01-GIU-23;;N;G;Beautopians | Beauty&Ethics | Mainstream Conscious | Solution Focused;21,82;21,91;22,06
2212;PW544;M;BLUSH | BRONZER;GODET;COMPACT POWDER;;INCEPTION SKINLIKE;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;MakeUp in New York 2023;Unfiltered Silhouettes;;;G;G;04-AGO-23;06-NOV-23;04-AGO-23;06-NOV-23;;;;;;PRESSING;N;Y;;;G;;;;;G;;;Italy;31-DIC-23;;N;G;Beautopians;18,85;20,64;48,87
1443;PR112;M;EYESHADOW;HOT POURED;ANHYDROUS;FROST / PEARLY / SATIN | NO TRANSFER;BREAK THE STATIC!;;;FRAGRANCE | PRESERVATIVES;Compact;H;MakeUp in New York 2017;;;Erika Pellini;G;G;12-DIC-17;12-MAR-18;12-DIC-17;12-MAR-18;N;;;;;;N;;;;R;;;O;G;O;;;Italy;;;N;R;;13,81;19,8;23,54
1453;LP341;M;LIPSTICK;STICK;ANHYDROUS;FROST / PEARLY / SATIN | LONG LASTING;SPOTLIGHT;;;D5 | PRESERVATIVES;Stick ø 12,7;H;Cosmoprof Asia 2017;;;Claudia Asti;G;G;20-FEB-18;21-MAG-18;20-FEB-18;21-MAG-18;N;;;;;;N;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
1557;LP357;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);LONG LASTING | LUMI-MAT | NATURAL;GREEN LIGHT/CLEAN BEAUTY;Pool of precious natural oils - Natural origin oils and waxes blend;;MINERAL OIL | PARABENS | PEG | PERFUMES | PHENOXYETHANOL | PRESERVATIVES | SILICONES;Stick;H;Cosmoprof 2008 | MakeUp in Los Angeles 2019 | MakeUp in New York 2018 | MakeUp in Paris 2018;Clean Beauty | Green Light;;;G;G;10-LUG-18;10-OTT-18;10-LUG-18;10-OTT-18;N;;;;;LIPSTICK POURING METAL;N;Y;;;G;100,00%;>90%;O;G;G;G;;Italy;;;N;G;;24,3;30,58;41,77
483;Q15;M;MASCARA;FLUID/ LIQUID;EMULSION;CURLING | LENGHTENING;Extra curling;D-Panthenol;;CYCLOPENTHASILOXANE | PARABENS | PARAFFIN | PRESERVATIVES;Chromavis suggestion: Rusi MA 7108C;H;;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;;;
520;Q44;M;LIPSTICK;STICK;ANHYDROUS (HOT POURED IN MOULD);CREAMY | LONG LASTING | LUMI-MAT | VELVETY;Extra mat;Vitamin E |  Bamboo extract |  Cotton oil |  Shea butter |  Micro-algae derivated ingredient.;;LANOLINE | OIL | PARABENS | PRESERVATIVES;Stick ø 12,7 and stylo ø 11;H;CHINA BEAUTY EXPO 2019 | Chromaville 2016 | Fall-Winter 2012-2013;A journey to the inside;;;G;G;23-AGO-19;23-AGO-19;23-AGO-19;23-AGO-19;N;;;;;LIPSTICK POURING SOFT;N;Y;;;G;;;O;G;G;R;;Italy;;;N;G;;17,3;21,25;64,04
1644;EM495;M;FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);FROST / PEARLY / SATIN | LUMINOUS / RADIANT | NATURAL;JOYFULL;•  Algae extract •  Plant derived moisturizing agent •  Goji extract •  Macadamia oil;;ALCOHOL | D5 | MINERAL OIL | PARABENS | PARAFFIN | PEG | SILICONES;Airtight packaging i required;O;Cosmoprof 2019 | Cosmoprof 2020 | Cosmoprof Asia 2019 | Drops May 2020 | Drops September 2020 | MakeUp in Los Angeles 2024 | MakeUp in Paris 2022;Blushing Tenderness | Clean Motif | MUTE POETRY | Milky Tea | Positive Luxury | Skincare;;Ambra Morosini;G;G;20-FEB-19;20-MAG-19;04-FEB-20;04-MAG-20;Y;;;;;LIQUID FILLING;Y;Y;;;G;;;O;G;G;G;;Italy;;;Y;G;Beautopians | Mainstream Conscious | Solution Focused;14,42;14,45;14,54
1287;EX068;M;;;;;SUBLIME POWDER;•  Lavender extract;;FRAGRANCE | PARABENS;Classic compact;H;MakeUp in Paris 2016;;;Erika Motti;R;R;06-MAG-16;17-MAG-18;06-MAG-16;17-MAG-18;;;;;;;;;;;R;;;O;G;O;R;;Italy;;;N;R;;20,05;20,44;21,55
1151;PR045;M;EYESHADOW;FLUID/ LIQUID | TOP COAT;ANHYDROUS;GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING;LACE CRAQUELE EYESHADOW;;;D5 | FRAGRANCE | PARABENS;Duo bottle;H;Chromaville 2015;;;Vanessa Alves;R;R;24-AGO-15;17-MAG-18;24-AGO-15;17-MAG-18;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;48,15;0;52,19
1152;EM273;M;EYESHADOW;FLUID/ LIQUID;EMULSION;GLITTER-RING / DIAMOND / SPARKLING | LONG LASTING | NO TRANSFER;LACE CRAQUELEâ€™ EYESHADOW;;;D5 | FRAGRANCE | PARABENS;Duo bottle;H;Chromaville 2015;;;Vanessa Alves;R;R;24-AGO-15;17-MAG-18;24-AGO-15;17-MAG-18;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;14,82;20,36;28,82
1306;EM339;M;FOUNDATION;FLUID/ LIQUID;EMULSION;LONG LASTING | LUMI-MAT | NO TRANSFER;TOTAL LOOK FOUNDATION;Argan oil-Vitamin E-Immediate and long lasting powerful moisturizer;;D5 | PARABENS;tube;H;Fall-Winter 2017-2018;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;4,87;4,87;5,24
1431;EM401;M;HIGHLIGHTER;GEL & GEL LIKE | VISUAL;EMULSION;FROST / PEARLY / SATIN | LUMINOUS / RADIANT;DIAMOND BOMB;;;ALCOHOL | D5 | PARABENS;Air tight bottle;H;Cosmoprof Asia 2017 | MakeUp in New York 2017;Aqua Pearl;;Marie Paule Robert;R;G;17-OTT-17;20-GIU-18;10-GEN-18;10-APR-18;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;33,7;0;0
1172;EM170;M;EYESHADOW;HOT POURED;EMULSION;FROST / PEARLY / SATIN | LONG LASTING | METALLIC | NO TRANSFER | SPECIAL TOUCH;MEMORY TOUCH;Dermaxyl;;PARABENS | PEG | SILICONES | TALC;Frosted glass jar;H;MakeUp in Paris 2015;;;;G;G;;;;;;;;;;;;;;;G;;;O;G;O;;;Italy;;;N;G;;11,28;13,01;35,74
1317;PW211;M;FACE POWDER;GODET;COMPACT POWDER;LONG LASTING | MAT;TIMELESS PERFECTION;Upon request it is possible to introduce specific active principles;;PARABENS;Compact;H;Fall-Winter 2017-2018;;;RenÃ¨ Pisati;G;G;07-SET-16;07-DIC-16;07-SET-16;07-DIC-16;N;;;;;;;;;;G;;;O;G;O;R;;Italy;;;N;G;;11,48;14,5;14,5
1185;PW196;M;EYESHADOW;GODET;COMPACT POWDER;CREAMY | LONG LASTING | MAT | VELVETY;MAT EXTREME;;;PARABENS;Compact;H;Cosmoprof Asia 2018 | Fall-Winter 2016-2017;;;;G;G;06-AGO-15;06-NOV-15;06-AGO-15;06-NOV-15;N;;;;;;;;;;G;;;O;G;G;R;;Italy;;;N;G;;;;
1325;BS020-3;M;;;;;White lux;Vitamine A;;D5 | FRAGRANCE | PARABENS;;H;Fall-Winter 2017-2018;;;;R;R;;;;;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;;;
1328;PR084;M;BLUSH;STICK;EMULSION;LUMI-MAT | WATER;Ying Yang;;;D5 | OIL | PARABENS | TALC;Stick;H;Fall-Winter 2017-2018;;;Erika Pellini;R;R;18-MAG-18;18-MAG-18;18-MAG-18;18-MAG-18;;;;;;;;;;;R;;;O;G;O;;;Italy;;;N;R;;13,6;13,96;17,28
2225;MA620;M;MASCARA;FLUID/ LIQUID;ANHYDROUS (LIQUID TO CREAM);LONG LASTING | METALLIC;MIDAS;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;H;Cosmoprof 2010 | MakeUp in Los Angeles 2023;Gold Crush;;;G;O;;;;;Y;;;;;;N;Y;;;;;;;;G;;;Italy;;;N;;;40,25;0;0
1924;EM673;M;CONCEALER | FIXER / SETTING | PRIMER;FLUID/ LIQUID;EMULSION (LIQUID TO CREAM);LUMINOUS / RADIANT | VERSATILE | WATER;FOND OF YOU;Anti urban-pollution(func 2%) |  Moisturizing ingredient, Pink Pomelo;;ALLERGENS | MINERAL OIL | OGM | PARABENS | PARAFFIN | SLS | TALC;Airtight packaging is required;H;Chromaville 2012 | Cosmoprof 2010 | Cosmoprof 2021;Beauty Refuge;;Marie Paule Robert;G;G;27-MAG-21;27-AGO-21;27-APR-21;27-LUG-21;;;;;;LIQUID FILLING;Y;Y;;;G;;;O;G;G;G;;Italy;;;N;R;;21,07;21,4;26,08
2250;PW493;M;BLUSH;GODET;COMPACT POWDER;CREAMY | MAT | NATURAL;DREAM CHASER;;;MINERAL OIL | OGM | PARABENS | PARAFFIN | PEG | PERFUMES | PHENOXYETHANOL | PHTHALATES | PRESERVATIVES | SLS | TALC;;O;Cosmoprof 2024 | MakeUp in New York 2024;FLOATING ECHOES;;;G;G;02-GEN-24;02-APR-24;02-GEN-24;02-APR-24;N;Y;;;;PRESSING;N;Y;;;G;;;;;G;;;Italy;30-APR-24;;N;G;Beautopians | Beauty&Ethics | Hero Believers;21,82;23,6;24,72
